category,company,location,start_date,duration,stipend,apply_by,applicants,skills_required,perks,openings,link
Brand Solutions &amp; Client Servicing (TribeVibe),BookMyShow,"Mumbai,",Immediately,6 Months,"7,500 /month",31 Jan' 23,34,"Sales and Marketing,","Certificate,Informal dress code,5 days a week,",2,https://internshala.com/internship/detail/brand-solutions-client-servicing-tribevibe-internship-in-mumbai-at-bookmyshow1673957842
Product Design,BigBasket,"Bangalore,",Immediately,6 Months,"15,000-20,000 /month",3 Feb' 23,242,"Figma,UI & UX Design,","Certificate,Letter of recommendation,5 days a week,",10,https://internshala.com/internship/detail/product-design-internship-in-bangalore-at-bigbasket1673931436
Design Research,BigBasket,"Bangalore,",Immediately,6 Months,"15,000-20,000 /month",3 Feb' 23,212,,"Certificate,Letter of recommendation,5 days a week,",10,https://internshala.com/internship/detail/design-research-internship-in-bangalore-at-bigbasket1673931322
Market Research,Monster India,"Bangalore,",Immediately,3 Months,"12,000-15,000 /month",31 Jan' 23,31,"Research and Analytics,",,4,https://internshala.com/internship/detail/market-research-internship-in-bangalore-at-monster-india1673871623
Business Development (Sales),Great Learning,"Gurgaon, Bangalore,",Immediately,3 Months,"20,000 /month",31 Jan' 23,118,"English Proficiency (Spoken),English Proficiency (Written),","Certificate,Informal dress code,Free snacks & beverages,Job offer,",7,https://internshala.com/internship/detail/business-development-sales-internship-in-gurgaon-bangalore-at-great-learning1673935944
Outreach,WWF India,"Delhi,",Immediately,6 Months,"15,000 /month",30 Jan' 23,26,"Client Relationship,Research and Analytics,Sales and Marketing,","Certificate,Letter of recommendation,",1,https://internshala.com/internship/detail/outreach-internship-in-delhi-at-wwf-india1673865993
Production Assistance,NoBroker Technologies Solutions Private Limited,"Bangalore,",Immediately,2 Months,"8,000 /month",30 Jan' 23,0,"Image Processing,Photography,Video Editing,Video Making,","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,5 days a week,Free snacks & beverages,",1,https://internshala.com/internship/detail/production-assistance-internship-in-bangalore-at-nobroker-technologies-solutions-private-limited1673842793
Business Research,Nykaa,"Mumbai,",Immediately,3 Months,"5,000 /month",3 Feb' 23,188,"MS-Excel,","Certificate,Letter of recommendation,Informal dress code,5 days a week,",3,https://internshala.com/internship/detail/business-research-internship-in-mumbai-at-nykaa1673859502
Data Analysis/Management,Lenskart,"Delhi, Gurgaon,",Immediately,2 Months,"8,000-15,000 /month",2 Feb' 23,574,"MS-Excel,MS-Office,MS-PowerPoint,MS-Word,","Certificate,Letter of recommendation,Informal dress code,5 days a week,",1,https://internshala.com/internship/detail/data-analysis-management-internship-in-delhi-gurgaon-at-lenskart1673861621
Online Reputation Management,Mahindra First Choice,"Work From Home,",Immediately,3 Months,"10,000 /month",3 Feb' 23,239,,"Certificate,Flexible work hours,",3,https://internshala.com/internship/detail/online-reputation-management-work-from-home-job-internship-at-mahindra-first-choice1673772752
Human Resources (HR),Boult Audio,"Gurgaon,",Immediately,3 Months,"15,000 /month",30 Jan' 23,260,,,3,https://internshala.com/internship/detail/human-resources-hr-internship-in-gurgaon-at-boult-audio1673842220
Brand Marketing,Sugar Cosmetics,"Mumbai,",Immediately,3 Months,"7,500 /month",3 Feb' 23,181,,"Informal dress code,5 days a week,",2,https://internshala.com/internship/detail/brand-marketing-internship-in-mumbai-at-sugar-cosmetics1673628017
Human Resources (HR),Unacademy,"Bangalore,",Immediately,1 Month,"10,000 /month",28 Jan' 23,88,,"Certificate,Flexible work hours,Informal dress code,Free snacks & beverages,",1,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-unacademy1673610622
Content Coordination - Star Utsav,Disney Star,"Work From Home,",Immediately,6 Months,"25,000 /month",3 Feb' 23,185,"Telugu Proficiency (Spoken),","Certificate,",1,https://internshala.com/internship/detail/content-coordination-star-utsav-work-from-home-job-internship-at-disney-star1673515733
Talent Acquisition,Unacademy,"Bangalore,",Immediately,1 Month,"15,000 /month",27 Jan' 23,72,"English Proficiency (Spoken),Operations,","Certificate,Informal dress code,Free snacks & beverages,",1,https://internshala.com/internship/detail/talent-acquisition-internship-in-bangalore-at-unacademy1673610429
Human Resources (HR),NoBroker Technologies Solutions Private Limited,"Bangalore,",Immediately,2 Months,"2,000 /month",27 Jan' 23,0,,"Certificate,Letter of recommendation,Informal dress code,5 days a week,Free snacks & beverages,",2,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-nobroker-technologies-solutions-private-limited1673614856
Communication And Branding,Hennes &amp; Mauritz India Private Limited,"Bangalore,",Immediately,4 Months,"15,000-20,000 /month",2 Feb' 23,202,"Content Writing,Social Media Marketing,","Letter of recommendation,Flexible work hours,Informal dress code,5 days a week,Free snacks & beverages,",1,https://internshala.com/internship/detail/communication-and-branding-internship-in-bangalore-at-hennes-mauritz-india-private-limited1673597911
Business Development (Sales),UpGrad (UpGrad Education Private Limited),"Bhandara, Chandrapur, Wardha, Gondia, Hinganghat, Gadchiroli, Nagpur,",Immediately,2 Months,"2,000 /month + Incentives",27 Jan' 23,0,"English Proficiency (Spoken),","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,",11,https://internshala.com/internship/detail/business-development-sales-part-time-job-internship-at-multiple-locations-in-upgrad-upgrad-education-private-limited1673528249
Business Development (Marketing),Think &amp; Learn Private Limited (BYJU'S),"Rajkot, Vadodara,",Immediately,2 Months,"7,000 /month",27 Jan' 23,0,"Gujarati Proficiency (Spoken),Hindi Proficiency (Spoken),","Certificate,Flexible work hours,",4,https://internshala.com/internship/detail/business-development-marketing-part-time-job-internship-at-rajkot-vadodara-in-think-learn-private-limited-byjus1673526576
UI/UX Design,CIIE Initiatives (IIM Ahmedabad),"Ahmedabad,",Immediately,3 Months,"10,000 /month",27 Jan' 23,136,"Adobe Illustrator,Adobe Photoshop,Adobe XD,UI & UX Design,","Certificate,Letter of recommendation,Informal dress code,5 days a week,",1,https://internshala.com/internship/detail/ui-ux-design-internship-in-ahmedabad-at-ciie-initiatives-iim-ahmedabad1673523995
Business Development,BYJU'S The Learning App,"Chennai,",Immediately,3 Months,"15,000 /month",27 Jan' 23,33,,"Certificate,",1,https://internshala.com/internship/detail/business-development-internship-in-chennai-at-byjus-the-learning-app1673512297
Operations,Urban Company,"Delhi,",Immediately,3 Months,"20,000 /month",3 Feb' 23,233,"MS-Excel,","Certificate,Letter of recommendation,Informal dress code,Free snacks & beverages,Job offer,",1,https://internshala.com/internship/detail/operations-internship-in-delhi-at-urban-company1673511939
Business Development (Sales),Urban Company,"Pune, Mumbai,",Immediately,3 Months,"20,000-25,000 /month",3 Feb' 23,183,"English Proficiency (Spoken),English Proficiency (Written),MS-Excel,",,2,https://internshala.com/internship/detail/business-development-sales-internship-in-pune-mumbai-at-urban-company1673510326
Product Management,HDFC Life,"Mumbai,",Immediately,4 Months,"20,000 /month",2 Feb' 23,248,"English Proficiency (Spoken),Product Lifecycle Management(PLM),Product Management,","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,5 days a week,Job offer,",3,https://internshala.com/internship/detail/product-management-internship-in-mumbai-at-hdfc-life1673432560
Accounts,NoBroker Technologies Solutions Private Limited,"Bangalore,",Immediately,3 Months,"15,000 /month",26 Jan' 23,149,"Accounting,English Proficiency (Spoken),Tally,",,5,https://internshala.com/internship/detail/accounts-internship-in-bangalore-at-nobroker-technologies-solutions-private-limited1673517960
Cyber Security,Nykaa,"Gurgaon,",Immediately,6 Months,"15,000 /month",3 Feb' 23,478,,"Certificate,5 days a week,",4,https://internshala.com/internship/detail/cyber-security-internship-in-gurgaon-at-nykaa1673522836
Graphic Design,Nykaa,"Bangalore,",Immediately,3 Months,"5,000 /month",3 Feb' 23,121,"Content Marketing,","Certificate,Flexible work hours,Informal dress code,5 days a week,Free snacks & beverages,",2,https://internshala.com/internship/detail/graphic-design-internship-in-bangalore-at-nykaa1673453970
Content Management – Combat Sports,Sportskeeda,"Work From Home,",Immediately,6 Months,"4,000-10,000 /month",26 Jan' 23,489,"Content Marketing,Content Writing,","Certificate,",2,https://internshala.com/internship/detail/content-management--combat-sports-work-from-home-job-internship-at-sportskeeda1673451269
Event Management,Reliance Industries Limited,"Thane, Mumbai,",Immediately,3 Months,"10,000 /month",25 Jan' 23,81,"Event Management,","Letter of recommendation,Informal dress code,5 days a week,",1,https://internshala.com/internship/detail/event-management-internship-in-thane-mumbai-at-reliance-industries-limited1673417032
Human Resources (HR),Economic Times Edge,"Mumbai,",Immediately,3 Months,"5,000 /month",3 Feb' 23,130,"MS-Excel,MS-Office,","Certificate,Informal dress code,5 days a week,",4,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-economic-times-edge1673414706
Digital Content Creation,IIT Bombay,"Work From Home,",Immediately,3 Months,"3,000-5,000 /month",25 Jan' 23,183,"Adobe After Effects,Adobe Illustrator,Adobe Indesign,Adobe Photoshop,Adobe Photoshop Lightroom CC,Adobe Premiere Pro,Adobe XD,Audacity,Content Writing,Creative Writing,English Proficiency (Written),MS-Office,Video Editing,Video Making,","Certificate,Flexible work hours,5 days a week,",1,https://internshala.com/internship/detail/digital-content-creation-work-from-home-job-internship-at-iit-bombay1673435631
Finance,BookMyShow,"Mumbai,",Immediately,6 Months,"7,500 /month",25 Jan' 23,257,"Accounting,English Proficiency (Spoken),English Proficiency (Written),MS-Excel,Tally,","Certificate,Letter of recommendation,Informal dress code,",3,https://internshala.com/internship/detail/finance-internship-in-mumbai-at-bookmyshow1673430089
Molecular Biology,Indian Institute Of Science,"Bangalore,",Immediately,6 Months,Unpaid,24 Jan' 23,160,,"Certificate,",1,https://internshala.com/internship/detail/molecular-biology-internship-in-bangalore-at-indian-institute-of-science1673314334
Human Resources (HR),Alstom Transport India Limited,"Bangalore,",Immediately,6 Months,"25,000 /month",3 Feb' 23,162,"English Proficiency (Spoken),English Proficiency (Written),MS-Excel,MS-Office,","Certificate,5 days a week,",1,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-alstom-transport-india-limited1673330196
Telesales,Times Internet,"Noida,",Immediately,6 Months,"8,000-10,000 /month",24 Jan' 23,27,,"Certificate,",2,https://internshala.com/internship/detail/telesales-internship-in-noida-at-times-internet1673353510
,,,,,,,,,,,https://internshala.com/job/detail/inside-sales-specialist-fresher-jobs-in-chennai-bangalore-at-skill-lync1673335657
Web Development,Pepperfry,"Work From Home,",Immediately,2 Months,"10,000-15,000 /month",3 Feb' 23,432,"CSS,HTML,","Certificate,Letter of recommendation,Flexible work hours,5 days a week,",1,https://internshala.com/internship/detail/web-development-work-from-home-job-internship-at-pepperfry1673333389
Content Writing,Snapdeal,"Gurgaon,",Immediately,3 Months,"10,000 /month",3 Feb' 23,126,,"Certificate,Letter of recommendation,5 days a week,",1,https://internshala.com/internship/detail/content-writing-internship-in-gurgaon-at-snapdeal1673324852
Human Resources (HR),FirstCry.com,"Pune,",Immediately,3 Months,"5,000 /month",3 Feb' 23,121,,"Certificate,Letter of recommendation,",5,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-firstcrycom1673347140
Social Media Marketing (TriveVibe),BookMyShow,"Mumbai,",Immediately,6 Months,"7,500 /month",24 Jan' 23,120,"English Proficiency (Spoken),English Proficiency (Written),MS-Office,Social Media Marketing,","Certificate,Informal dress code,",3,https://internshala.com/internship/detail/social-media-marketing-trivevibe-internship-in-mumbai-at-bookmyshow1671189669
Video Editing,IIT Bombay,"Work From Home,",Immediately,6 Months,"1,000-2,000 /month",24 Jan' 23,162,"Adobe Premiere Pro,Video Editing,","Certificate,Letter of recommendation,Flexible work hours,5 days a week,",1,https://internshala.com/internship/detail/video-editing-work-from-home-job-internship-at-iit-bombay1673341896
Human Resources (HR)- Induction,Paisabazaar,"Gurgaon,",Immediately,6 Months,"15,000-20,000 /month",3 Feb' 23,235,"MS-Excel,","Certificate,",1,https://internshala.com/internship/detail/human-resources-hr-induction-internship-in-gurgaon-at-paisabazaar1673267744
Operations,Makemytrip.com,"Pune,",Immediately,6 Months,"10,000-15,000 /month",3 Feb' 23,125,"English Proficiency (Written),","Certificate,Letter of recommendation,Job offer,",1,https://internshala.com/internship/detail/operations-internship-in-pune-at-makemytripcom1673289041
HR - Automation &amp; Operations,SpiceJet,"Gurgaon,",Immediately,3 Months,"6,000 /month",3 Feb' 23,178,"MS-Excel,MS-PowerPoint,","Certificate,5 days a week,",1,https://internshala.com/internship/detail/hr-automation-operations-internship-in-gurgaon-at-spicejet1673252386
Retail Operations,Reliance Brands Limited,"Gurgaon,",Immediately,2 Months,"8,000 /month",2 Feb' 23,281,"MS-Excel,MS-Office,MS-PowerPoint,","Certificate,Letter of recommendation,Informal dress code,",2,https://internshala.com/internship/detail/retail-operations-part-time-job-internship-at-gurgaon-in-reliance-brands-limited1673324318
Marketing,Monster India,"Bangalore,",Immediately,3 Months,"10,000-12,000 /month",24 Jan' 23,84,"Content Writing,Email Marketing,English Proficiency (Spoken),English Proficiency (Written),MS-Excel,","Certificate,5 days a week,",3,https://internshala.com/internship/detail/marketing-internship-in-bangalore-at-monster-india1673257777
Content Publishing,Acko General Insurance,"Bangalore,",Immediately,6 Months,"10,000 /month",23 Jan' 23,64,"English Proficiency (Written),Social Media Marketing,","Certificate,Letter of recommendation,",2,https://internshala.com/internship/detail/content-publishing-internship-in-bangalore-at-acko-general-insurance1673242302
Business Development,NoBroker Technologies Solutions Private Limited,"Delhi, Bangalore, Hyderabad,",Immediately,3 Months,"10,000 /month",23 Jan' 23,44,"MS-Excel,","Certificate,Informal dress code,Free snacks & beverages,",8,https://internshala.com/internship/detail/business-development-internship-in-multiple-locations-at-nobroker-technologies-solutions-private-limited1673279487
